theta, phi, alpha_t, alpha_p
31.224490,132.060302,-0.480563,-0.634612
31.224490,133.869347,-0.497137,-0.616219
31.224490,135.678392,-0.513215,-0.597212
31.224490,137.487437,-0.528781,-0.577609
31.224490,139.296482,-0.543821,-0.557431
31.224490,141.105528,-0.558318,-0.536697
31.224490,142.914573,-0.572259,-0.515428
31.224490,144.723618,-0.585629,-0.493645
31.224490,146.532663,-0.598416,-0.471370
31.224490,148.341709,-0.610606,-0.448625
31.224490,150.150754,-0.622187,-0.425433
31.224490,151.959799,-0.633148,-0.401817
31.224490,153.768844,-0.643478,-0.377801
31.224490,155.577889,-0.653167,-0.353408
31.224490,157.386935,-0.662204,-0.328662
31.224490,159.195980,-0.670581,-0.303589
31.224490,161.005025,-0.678291,-0.278214
31.224490,162.814070,-0.685323,-0.252560
31.224490,164.623116,-0.691673,-0.226656
31.224490,166.432161,-0.697333,-0.200525
31.224490,168.241206,-0.702298,-0.174194
31.224490,170.050251,-0.706563,-0.147690
31.224490,171.859296,-0.710124,-0.121039
31.224490,173.668342,-0.712977,-0.094266
31.224490,175.477387,-0.715119,-0.067400
31.224490,177.286432,-0.716548,-0.040467
31.224490,179.095477,-0.717263,-0.013494
31.224490,180.904523,-0.717263,0.013494
31.224490,182.713568,-0.716548,0.040467
31.224490,184.522613,-0.715119,0.067400
31.224490,186.331658,-0.712977,0.094266
31.224490,188.140704,-0.710124,0.121039
31.224490,189.949749,-0.706563,0.147690
31.224490,191.758794,-0.702298,0.174194
31.224490,193.567839,-0.697333,0.200525
31.224490,195.376884,-0.691673,0.226656
31.224490,197.185930,-0.685323,0.252560
31.224490,198.994975,-0.678291,0.278214
31.224490,200.804020,-0.670581,0.303589
31.224490,202.613065,-0.662204,0.328662
31.224490,204.422111,-0.653167,0.353408
31.224490,206.231156,-0.643478,0.377801
31.224490,208.040201,-0.633148,0.401817
31.224490,209.849246,-0.622187,0.425433
31.224490,211.658291,-0.610606,0.448625
31.224490,213.467337,-0.598416,0.471370
31.224490,215.276382,-0.585629,0.493645
31.224490,217.085427,-0.572259,0.515428
31.224490,218.894472,-0.558318,0.536697
31.224490,220.703518,-0.543821,0.557431
31.224490,222.512563,-0.528781,0.577609
31.224490,224.321608,-0.513215,0.597212
31.224490,226.130653,-0.497137,0.616219
31.224490,227.939698,-0.480563,0.634612
31.224490,229.748744,-0.463511,0.652372
31.224490,231.557789,-0.445996,0.669482
31.224490,233.366834,-0.428037,0.685925
31.224490,235.175879,-0.409651,0.701685
31.224490,236.984925,-0.390856,0.716744
31.224490,238.793970,-0.371672,0.731089
31.224490,240.603015,-0.352118,0.744705
31.224490,242.412060,-0.332213,0.757580
31.224490,244.221106,-0.311976,0.769698
31.224490,246.030151,-0.291429,0.781049
31.224490,247.839196,-0.270591,0.791623
31.224490,249.648241,-0.249483,0.801407
31.224490,251.457286,-0.228126,0.810392
31.224490,253.266332,-0.206542,0.818569
31.224490,255.075377,-0.184753,0.825930
31.224490,256.884422,-0.162779,0.832468
31.224490,258.693467,-0.140643,0.838176
31.224490,260.502513,-0.118366,0.843049
31.224490,262.311558,-0.095972,0.847081
31.224490,264.120603,-0.073482,0.850269
31.224490,265.929648,-0.050919,0.852609
31.224490,267.738693,-0.028305,0.854099
31.224490,269.547739,-0.005662,0.854738
31.224490,271.356784,0.016986,0.854526
31.224490,273.165829,0.039617,0.853461
31.224490,274.974874,0.062208,0.851545
31.224490,276.783920,0.084737,0.848781
31.224490,278.592965,0.107182,0.845171
31.224490,280.402010,0.129521,0.840717
31.224490,282.211055,0.151730,0.835426
31.224490,284.020101,0.173787,0.829302
31.224490,285.829146,0.195672,0.822352
31.224490,287.638191,0.217362,0.814582
31.224490,289.447236,0.238834,0.805999
31.224490,291.256281,0.260069,0.796614
31.224490,293.065327,0.281045,0.786434
31.224490,294.874372,0.301740,0.775471
31.224490,296.683417,0.322134,0.763734
31.224490,298.492462,0.342208,0.751236
31.224490,300.301508,0.361940,0.737989
31.224490,302.110553,0.381312,0.724007
31.224490,303.919598,0.400303,0.709302
31.224490,305.728643,0.418896,0.693891
31.224490,307.537688,0.437071,0.677789
31.224490,309.346734,0.454810,0.661010
31.224490,311.155779,0.472096,0.643572
31.224490,312.964824,0.488911,0.625493
31.224490,314.773869,0.505239,0.606791
31.224490,316.582915,0.521063,0.587484
31.224490,318.391960,0.536368,0.567591
31.224490,320.201005,0.551138,0.547132
31.224490,322.010050,0.565359,0.526128
31.224490,323.819095,0.579016,0.504599
31.224490,325.628141,0.592096,0.482568
31.224490,327.437186,0.604586,0.460055
31.224490,329.246231,0.616473,0.437084
31.224490,331.055276,0.627746,0.413677
31.224490,332.864322,0.638393,0.389858
31.224490,334.673367,0.648403,0.365650
31.224490,336.482412,0.657767,0.341077
31.224490,338.291457,0.666476,0.316165
31.224490,340.100503,0.674520,0.290938
31.224490,341.909548,0.681892,0.265420
31.224490,343.718593,0.688584,0.239638
31.224490,345.527638,0.694590,0.213617
31.224490,347.336683,0.699903,0.187383
31.224490,349.145729,0.704518,0.160962
31.224490,350.954774,0.708432,0.134381
31.224490,352.763819,0.711639,0.107666
31.224490,354.572864,0.714137,0.080844
31.224490,356.381910,0.715922,0.053940
31.224490,358.190955,0.716995,0.026984
31.224490,360.000000,0.717353,-0.000000
33.061224,0.000000,0.687339,-0.000000
33.061224,1.809045,0.686996,-0.026445
33.061224,3.618090,0.685969,-0.052864
33.061224,5.427136,0.684258,-0.079230
33.061224,7.236181,0.681865,-0.105517
33.061224,9.045226,0.678792,-0.131699
33.061224,10.854271,0.675042,-0.157750
33.061224,12.663317,0.670619,-0.183643
33.061224,14.472362,0.665529,-0.209354
33.061224,16.281407,0.659774,-0.234855
33.061224,18.090452,0.653362,-0.260123
33.061224,19.899497,0.646299,-0.285131
33.061224,21.708543,0.638591,-0.309856
33.061224,23.517588,0.630247,-0.334271
33.061224,25.326633,0.621274,-0.358352
33.061224,27.135678,0.611683,-0.382077
33.061224,28.944724,0.601482,-0.405421
33.061224,30.753769,0.590680,-0.428361
33.061224,32.562814,0.579290,-0.450874
33.061224,34.371859,0.567323,-0.472937
33.061224,36.180905,0.554791,-0.494529
33.061224,37.989950,0.541705,-0.515628
33.061224,39.798995,0.528079,-0.536213
33.061224,41.608040,0.513927,-0.556263
33.061224,43.417085,0.499262,-0.575760
33.061224,45.226131,0.484100,-0.594681
33.061224,47.035176,0.468455,-0.613010
33.061224,48.844221,0.452344,-0.630729
33.061224,50.653266,0.435781,-0.647818
33.061224,52.462312,0.418784,-0.664262
33.061224,54.271357,0.401370,-0.680043
33.061224,56.080402,0.383555,-0.695147
33.061224,57.889447,0.365358,-0.709558
33.061224,59.698492,0.346797,-0.723261
33.061224,61.507538,0.327890,-0.736243
33.061224,63.316583,0.308657,-0.748492
33.061224,65.125628,0.289115,-0.759995
33.061224,66.934673,0.269286,-0.770740
33.061224,68.743719,0.249188,-0.780716
33.061224,70.552764,0.228842,-0.789914
33.061224,72.361809,0.208267,-0.798325
33.061224,74.170854,0.187485,-0.805941
33.061224,75.979899,0.166516,-0.812752
33.061224,77.788945,0.145381,-0.818754
33.061224,79.597990,0.124102,-0.823939
33.061224,81.407035,0.102698,-0.828304
33.061224,83.216080,0.081192,-0.831842
33.061224,85.025126,0.059605,-0.834551
33.061224,86.834171,0.037959,-0.836428
33.061224,88.643216,0.016275,-0.837472
33.061224,90.452261,-0.005425,-0.837681
33.061224,92.261307,-0.027120,-0.837054
33.061224,94.070352,-0.048788,-0.835594
33.061224,95.879397,-0.070407,-0.833301
33.061224,97.688442,-0.091956,-0.830176
33.061224,99.497487,-0.113414,-0.826224
33.061224,101.306533,-0.134758,-0.821449
33.061224,103.115578,-0.155968,-0.815855
33.061224,104.924623,-0.177023,-0.809447
33.061224,106.733668,-0.197901,-0.802233
33.061224,108.542714,-0.218582,-0.794219
33.061224,110.351759,-0.239045,-0.785413
33.061224,112.160804,-0.259269,-0.775824
33.061224,113.969849,-0.279235,-0.765462
33.061224,115.778894,-0.298923,-0.754337
33.061224,117.587940,-0.318313,-0.742461
33.061224,119.396985,-0.337386,-0.729843
33.061224,121.206030,-0.356122,-0.716499
33.061224,123.015075,-0.374503,-0.702440
33.061224,124.824121,-0.392511,-0.687681
33.061224,126.633166,-0.410128,-0.672236
33.061224,128.442211,-0.427336,-0.656122
33.061224,130.251256,-0.444118,-0.639353
33.061224,132.060302,-0.460457,-0.621947
33.061224,133.869347,-0.476337,-0.603921
33.061224,135.678392,-0.491742,-0.585293
33.061224,137.487437,-0.506658,-0.566082
33.061224,139.296482,-0.521068,-0.546306
33.061224,141.105528,-0.534959,-0.525986
33.061224,142.914573,-0.548316,-0.505141
33.061224,144.723618,-0.561127,-0.483793
33.061224,146.532663,-0.573379,-0.461963
33.061224,148.341709,-0.585058,-0.439672
33.061224,150.150754,-0.596155,-0.416943
33.061224,151.959799,-0.606658,-0.393798
33.061224,153.768844,-0.616556,-0.370261
33.061224,155.577889,-0.625839,-0.346355
33.061224,157.386935,-0.634498,-0.322103
33.061224,159.195980,-0.642525,-0.297530
33.061224,161.005025,-0.649912,-0.272661
33.061224,162.814070,-0.656650,-0.247520
33.061224,164.623116,-0.662734,-0.222132
33.061224,166.432161,-0.668157,-0.196523
33.061224,168.241206,-0.672915,-0.170718
33.061224,170.050251,-0.677001,-0.144743
33.061224,171.859296,-0.680413,-0.118623
33.061224,173.668342,-0.683146,-0.092385
33.061224,175.477387,-0.685199,-0.066055
33.061224,177.286432,-0.686568,-0.039660
33.061224,179.095477,-0.687253,-0.013224
33.061224,180.904523,-0.687253,0.013224
33.061224,182.713568,-0.686568,0.039660
33.061224,184.522613,-0.685199,0.066055
33.061224,186.331658,-0.683146,0.092385
33.061224,188.140704,-0.680413,0.118623
33.061224,189.949749,-0.677001,0.144743
33.061224,191.758794,-0.672915,0.170718
33.061224,193.567839,-0.668157,0.196523
33.061224,195.376884,-0.662734,0.222132
33.061224,197.185930,-0.656650,0.247520
33.061224,198.994975,-0.649912,0.272661
33.061224,200.804020,-0.642525,0.297530
33.061224,202.613065,-0.634498,0.322103
33.061224,204.422111,-0.625839,0.346355
33.061224,206.231156,-0.616556,0.370261
33.061224,208.040201,-0.606658,0.393798
33.061224,209.849246,-0.596155,0.416943
33.061224,211.658291,-0.585058,0.439672
33.061224,213.467337,-0.573379,0.461963
33.061224,215.276382,-0.561127,0.483793
33.061224,217.085427,-0.548316,0.505141
33.061224,218.894472,-0.534959,0.525986
33.061224,220.703518,-0.521068,0.546306
33.061224,222.512563,-0.506658,0.566082
33.061224,224.321608,-0.491742,0.585293
33.061224,226.130653,-0.476337,0.603921
33.061224,227.939698,-0.460457,0.621947
33.061224,229.748744,-0.444118,0.639353
33.061224,231.557789,-0.427336,0.656122
33.061224,233.366834,-0.410128,0.672236
33.061224,235.175879,-0.392511,0.687681
33.061224,236.984925,-0.374503,0.702440
33.061224,238.793970,-0.356122,0.716499
33.061224,240.603015,-0.337386,0.729843
33.061224,242.412060,-0.318313,0.742461
33.061224,244.221106,-0.298923,0.754337
33.061224,246.030151,-0.279235,0.765462
33.061224,247.839196,-0.259269,0.775824
33.061224,249.648241,-0.239045,0.785413
33.061224,251.457286,-0.218582,0.794219
33.061224,253.266332,-0.197901,0.802233
33.061224,255.075377,-0.177023,0.809447
33.061224,256.884422,-0.155968,0.815855
33.061224,258.693467,-0.134758,0.821449
33.061224,260.502513,-0.113414,0.826224
33.061224,262.311558,-0.091956,0.830176
33.061224,264.120603,-0.070407,0.833301
33.061224,265.929648,-0.048788,0.835594
33.061224,267.738693,-0.027120,0.837054
33.061224,269.547739,-0.005425,0.837681
33.061224,271.356784,0.016275,0.837472
33.061224,273.165829,0.037959,0.836428
33.061224,274.974874,0.059605,0.834551
33.061224,276.783920,0.081192,0.831842
33.061224,278.592965,0.102698,0.828304
33.061224,280.402010,0.124102,0.823939
33.061224,282.211055,0.145381,0.818754
33.061224,284.020101,0.166516,0.812752
33.061224,285.829146,0.187485,0.805941
33.061224,287.638191,0.208267,0.798325
33.061224,289.447236,0.228842,0.789914
33.061224,291.256281,0.249188,0.780716
33.061224,293.065327,0.269286,0.770740
33.061224,294.874372,0.289115,0.759995
33.061224,296.683417,0.308657,0.748492
33.061224,298.492462,0.327890,0.736243
33.061224,300.301508,0.346797,0.723261
33.061224,302.110553,0.365358,0.709558
33.061224,303.919598,0.383555,0.695147
33.061224,305.728643,0.401370,0.680043
33.061224,307.537688,0.418784,0.664262
33.061224,309.346734,0.435781,0.647818
33.061224,311.155779,0.452344,0.630729
33.061224,312.964824,0.468455,0.613010
33.061224,314.773869,0.484100,0.594681
33.061224,316.582915,0.499262,0.575760
33.061224,318.391960,0.513927,0.556263
33.061224,320.201005,0.528079,0.536213
33.061224,322.010050,0.541705,0.515628
33.061224,323.819095,0.554791,0.494529
33.061224,325.628141,0.567323,0.472937
33.061224,327.437186,0.579290,0.450874
33.061224,329.246231,0.590680,0.428361
33.061224,331.055276,0.601482,0.405421
33.061224,332.864322,0.611683,0.382077
33.061224,334.673367,0.621274,0.358352
33.061224,336.482412,0.630247,0.334271
33.061224,338.291457,0.638591,0.309856
33.061224,340.100503,0.646299,0.285131
33.061224,341.909548,0.653362,0.260123
33.061224,343.718593,0.659774,0.234855
33.061224,345.527638,0.665529,0.209354
33.061224,347.336683,0.670619,0.183643
33.061224,349.145729,0.675042,0.157750
33.061224,350.954774,0.678792,0.131699
33.061224,352.763819,0.681865,0.105517
33.061224,354.572864,0.684258,0.079230
33.061224,356.381910,0.685969,0.052864
33.061224,358.190955,0.686996,0.026445
33.061224,360.000000,0.687339,-0.000000
34.897959,0.000000,0.656536,0.000000
34.897959,1.809045,0.656209,-0.025879
34.897959,3.618090,0.655227,-0.051733
34.897959,5.427136,0.653593,-0.077535
34.897959,7.236181,0.651307,-0.103260
34.897959,9.045226,0.648371,-0.128882
34.897959,10.854271,0.644790,-0.154375
34.897959,12.663317,0.640566,-0.179715
34.897959,14.472362,0.635703,-0.204875
34.897959,16.281407,0.630206,-0.229831
34.897959,18.090452,0.624081,-0.254558
34.897959,19.899497,0.617335,-0.279032
34.897959,21.708543,0.609973,-0.303227
34.897959,23.517588,0.602002,-0.327120
34.897959,25.326633,0.593432,-0.350687
34.897959,27.135678,0.584270,-0.373904
34.897959,28.944724,0.574526,-0.396749
34.897959,30.753769,0.564209,-0.419198
34.897959,32.562814,0.553329,-0.441229
34.897959,34.371859,0.541899,-0.462820
34.897959,36.180905,0.529928,-0.483950
34.897959,37.989950,0.517428,-0.504598
34.897959,39.798995,0.504413,-0.524742
34.897959,41.608040,0.490895,-0.544364
34.897959,43.417085,0.476888,-0.563443
34.897959,45.226131,0.462405,-0.581960
34.897959,47.035176,0.447461,-0.599897
34.897959,48.844221,0.432072,-0.617236
34.897959,50.653266,0.416252,-0.633960
34.897959,52.462312,0.400016,-0.650052
34.897959,54.271357,0.383382,-0.665496
34.897959,56.080402,0.366366,-0.680277
34.897959,57.889447,0.348985,-0.694379
34.897959,59.698492,0.331255,-0.707790
34.897959,61.507538,0.313196,-0.720494
34.897959,63.316583,0.294824,-0.732480
34.897959,65.125628,0.276159,-0.743737
34.897959,66.934673,0.257218,-0.754252
34.897959,68.743719,0.238021,-0.764015
34.897959,70.552764,0.218586,-0.773016
34.897959,72.361809,0.198934,-0.781248
34.897959,74.170854,0.179083,-0.788700
34.897959,75.979899,0.159054,-0.795366
34.897959,77.788945,0.138866,-0.801239
34.897959,79.597990,0.118540,-0.806314
34.897959,81.407035,0.098096,-0.810585
34.897959,83.216080,0.077553,-0.814047
34.897959,85.025126,0.056934,-0.816698
34.897959,86.834171,0.036258,-0.818536
34.897959,88.643216,0.015546,-0.819557
34.897959,90.452261,-0.005182,-0.819761
34.897959,92.261307,-0.025905,-0.819148
34.897959,94.070352,-0.046602,-0.817719
34.897959,95.879397,-0.067252,-0.815475
34.897959,97.688442,-0.087835,-0.812417
34.897959,99.497487,-0.108331,-0.808550
34.897959,101.306533,-0.128719,-0.803877
34.897959,103.115578,-0.148979,-0.798402
34.897959,104.924623,-0.169089,-0.792132
34.897959,106.733668,-0.189032,-0.785071
34.897959,108.542714,-0.208786,-0.777229
34.897959,110.351759,-0.228332,-0.768612
34.897959,112.160804,-0.247650,-0.759228
34.897959,113.969849,-0.266721,-0.749088
34.897959,115.778894,-0.285527,-0.738201
34.897959,117.587940,-0.304048,-0.726578
34.897959,119.396985,-0.322266,-0.714231
34.897959,121.206030,-0.340162,-0.701171
34.897959,123.015075,-0.357720,-0.687413
34.897959,124.824121,-0.374921,-0.672970
34.897959,126.633166,-0.391748,-0.657856
34.897959,128.442211,-0.408185,-0.642086
34.897959,130.251256,-0.424214,-0.625676
34.897959,132.060302,-0.439822,-0.608643
34.897959,133.869347,-0.454990,-0.591002
34.897959,135.678392,-0.469705,-0.572773
34.897959,137.487437,-0.483952,-0.553972
34.897959,139.296482,-0.497716,-0.534620
34.897959,141.105528,-0.510984,-0.514734
34.897959,142.914573,-0.523743,-0.494335
34.897959,144.723618,-0.535980,-0.473444
34.897959,146.532663,-0.547683,-0.452081
34.897959,148.341709,-0.558839,-0.430267
34.897959,150.150754,-0.569438,-0.408024
34.897959,151.959799,-0.579470,-0.385374
34.897959,153.768844,-0.588925,-0.362341
34.897959,155.577889,-0.597792,-0.338946
34.897959,157.386935,-0.606063,-0.315213
34.897959,159.195980,-0.613730,-0.291166
34.897959,161.005025,-0.620786,-0.266829
34.897959,162.814070,-0.627222,-0.242225
34.897959,164.623116,-0.633033,-0.217380
34.897959,166.432161,-0.638214,-0.192319
34.897959,168.241206,-0.642758,-0.167066
34.897959,170.050251,-0.646661,-0.141646
34.897959,171.859296,-0.649920,-0.116085
34.897959,173.668342,-0.652531,-0.090409
34.897959,175.477387,-0.654492,-0.064642
34.897959,177.286432,-0.655800,-0.038811
34.897959,179.095477,-0.656454,-0.012941
34.897959,180.904523,-0.656454,0.012941
34.897959,182.713568,-0.655800,0.038811
34.897959,184.522613,-0.654492,0.064642
34.897959,186.331658,-0.652531,0.090409
34.897959,188.140704,-0.649920,0.116085
34.897959,189.949749,-0.646661,0.141646
34.897959,191.758794,-0.642758,0.167066
34.897959,193.567839,-0.638214,0.192319
34.897959,195.376884,-0.633033,0.217380
34.897959,197.185930,-0.627222,0.242225
34.897959,198.994975,-0.620786,0.266829
34.897959,200.804020,-0.613730,0.291166
34.897959,202.613065,-0.606063,0.315213
34.897959,204.422111,-0.597792,0.338946
34.897959,206.231156,-0.588925,0.362341
34.897959,208.040201,-0.579470,0.385374
34.897959,209.849246,-0.569438,0.408024
34.897959,211.658291,-0.558839,0.430267
34.897959,213.467337,-0.547683,0.452081
34.897959,215.276382,-0.535980,0.473444
34.897959,217.085427,-0.523743,0.494335
34.897959,218.894472,-0.510984,0.514734
34.897959,220.703518,-0.497716,0.534620
34.897959,222.512563,-0.483952,0.553972
34.897959,224.321608,-0.469705,0.572773
34.897959,226.130653,-0.454990,0.591002
34.897959,227.939698,-0.439822,0.608643
34.897959,229.748744,-0.424214,0.625676
34.897959,231.557789,-0.408185,0.642086
34.897959,233.366834,-0.391748,0.657856
34.897959,235.175879,-0.374921,0.672970
34.897959,236.984925,-0.357720,0.687413
34.897959,238.793970,-0.340162,0.701171
34.897959,240.603015,-0.322266,0.714231
34.897959,242.412060,-0.304048,0.726578
34.897959,244.221106,-0.285527,0.738201
34.897959,246.030151,-0.266721,0.749088
34.897959,247.839196,-0.247650,0.759228
34.897959,249.648241,-0.228332,0.768612
34.897959,251.457286,-0.208786,0.777229
34.897959,253.266332,-0.189032,0.785071
34.897959,255.075377,-0.169089,0.792132
